loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_redeemed_dollars,active_months,first_activity,last_activity,recency_months,avg_flights_per_month,points_redemption_ratio,distance_per_flight,official_churn,behavioral_churn,churn,salary_imputed,tenure_months,cluster,customer_segment
711853,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Married,Star,11039.32,2018 Promotion,2018,3,,,47,74172,111258.0,930,168,11,2018-02-01,2018-12-01,0.0,4.2727272727272725,0.0083589494688022,1578.127659574468,0,0,0,73455.0,9,0,Frequent Travelers
562737,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,123647.0,Single,Star,3239.12,Standard,2016,5,,,48,63244,63244.0,1982,357,24,2017-01-01,2018-12-01,0.0,2.0,0.0313389412434381,1317.5833333333333,0,0,0,123647.0,31,3,Loyal Customers
900151,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,97176.0,Divorced,Star,3241.59,Standard,2016,3,,,39,64701,64701.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1659.0,0,0,0,97176.0,33,3,Loyal Customers
693494,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,56567.0,Single,Star,3241.84,Standard,2018,1,,,11,19120,19120.0,503,91,24,2017-01-01,2018-12-01,0.0,0.4583333333333333,0.0263075313807531,1738.1818181818182,0,0,0,56567.0,11,1,At-Risk Customers
176278,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,81741.0,Divorced,Star,3244.82,Standard,2014,6,,,29,37733,37733.0,1137,205,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0301327750245143,1301.1379310344828,0,0,0,81741.0,54,3,Loyal Customers
632103,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,70530.0,Married,Star,3259.89,Standard,2013,6,,,30,45670,45670.0,2168,389,24,2017-01-01,2018-12-01,0.0,1.25,0.0474709875191591,1522.3333333333333,0,0,0,70530.0,66,3,Loyal Customers
606877,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,3261.02,Standard,2016,2,,,25,36299,36299.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0,1451.96,0,0,0,73455.0,34,3,Loyal Customers
174743,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50800.0,Divorced,Star,3265.16,Standard,2015,6,,,33,58189,58189.0,1297,234,24,2017-01-01,2018-12-01,0.0,1.375,0.0222894361477255,1763.3030303030305,0,0,0,50800.0,42,3,Loyal Customers
581396,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,50800.0,Divorced,Star,3265.16,Standard,2017,4,,,24,32240,32240.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0,0.0,1343.3333333333333,0,0,0,50800.0,20,1,At-Risk Customers
740349,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,50800.0,Divorced,Star,3265.16,Standard,2016,3,2016.0,11.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,50800.0,33,1,At-Risk Customers
183052,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,52929.0,Single,Star,3267.71,Standard,2016,3,,,36,45823,45823.0,1126,203,24,2017-01-01,2018-12-01,0.0,1.5,0.0245728127796084,1272.861111111111,0,0,0,52929.0,33,3,Loyal Customers
725326,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,3272.01,Standard,2012,7,,,47,82611,82611.0,1802,324,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0218130757405188,1757.6808510638298,0,0,0,73455.0,77,3,Loyal Customers
147754,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,93278.0,Married,Star,3274.04,Standard,2016,10,,,49,65337,65337.0,405,73,24,2017-01-01,2018-12-01,0.0,2.0416666666666665,0.0061986317094448,1333.408163265306,0,0,0,93278.0,26,3,Loyal Customers
564111,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,55093.0,Married,Star,3274.19,Standard,2016,1,,,33,55969,55969.0,2062,370,24,2017-01-01,2018-12-01,0.0,1.375,0.036841823152102,1696.030303030303,0,0,0,55093.0,35,3,Loyal Customers
682826,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,83310.0,Single,Star,3278.53,Standard,2014,7,,,44,68545,68545.0,2048,370,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0298781822160624,1557.840909090909,0,0,0,83310.0,53,3,Loyal Customers
461012,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78224.0,Married,Star,3280.46,Standard,2016,11,,,34,43015,43015.0,1703,306,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.03959084040451,1265.1470588235295,0,0,0,78224.0,25,3,Loyal Customers
638506,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,78224.0,Married,Star,3280.46,Standard,2016,6,,,48,79395,79395.0,3176,572,24,2017-01-01,2018-12-01,0.0,2.0,0.040002519050318,1654.0625,0,0,0,78224.0,30,3,Loyal Customers
605907,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,76495.0,Married,Star,3286.17,Standard,2015,11,,,40,59109,59109.0,1602,288,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0271024717048165,1477.725,0,0,0,76495.0,37,3,Loyal Customers
609009,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,76495.0,Married,Star,3286.17,Standard,2016,10,,,37,60325,60325.0,1112,200,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0184334852880232,1630.4054054054054,0,0,0,76495.0,26,3,Loyal Customers
747681,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,54376.0,Married,Star,3286.44,Standard,2014,6,,,35,48843,48843.0,449,81,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0091927195299224,1395.5142857142855,0,0,0,54376.0,54,3,Loyal Customers
199073,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,55648.0,Single,Star,3288.83,Standard,2017,1,,,41,64160,64160.0,438,79,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0068266832917705,1564.878048780488,0,0,0,55648.0,23,3,Loyal Customers
998465,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,47966.0,Married,Star,3289.13,Standard,2017,5,,,30,37153,37153.0,0,0,24,2017-01-01,2018-12-01,0.0,1.25,0.0,1238.4333333333334,0,0,0,47966.0,19,3,Loyal Customers
240442,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,3293.25,Standard,2012,8,,,30,42618,42618.0,413,74,24,2017-01-01,2018-12-01,0.0,1.25,0.0096907410014547,1420.6,0,0,0,73455.0,76,3,Loyal Customers
631869,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,3297.9,Standard,2014,8,,,37,65281,65281.0,506,91,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0077511067538793,1764.3513513513512,0,0,0,73455.0,52,3,Loyal Customers
816763,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,3297.9,Standard,2013,6,,,26,36296,36296.0,556,100,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.0153184923958562,1396.0,0,0,0,73455.0,66,3,Loyal Customers
376862,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,75513.0,Divorced,Star,3300.61,Standard,2015,4,,,34,50127,50127.0,3156,567,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.0629600813932611,1474.3235294117646,0,0,0,75513.0,44,3,Loyal Customers
845699,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,3300.68,Standard,2015,2,,,44,61273,61273.0,1536,276,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0250681376789124,1392.5681818181818,0,0,0,73455.0,46,3,Loyal Customers
604019,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,3301.52,Standard,2015,9,,,44,56848,56848.0,513,92,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0090240641711229,1292.0,0,0,0,73455.0,39,3,Loyal Customers
688615,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,3301.52,Standard,2018,6,,,1,1214,1214.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0416666666666666,0.0,1214.0,0,0,0,73455.0,6,1,At-Risk Customers
912957,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,114637.0,Single,Star,3304.76,Standard,2012,10,,,25,36520,36520.0,1430,257,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0391566265060241,1460.8,0,0,0,114637.0,74,3,Loyal Customers
342044,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,90298.0,Divorced,Star,3308.0,Standard,2013,7,,,46,57565,57565.0,0,0,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.0,1251.4130434782608,0,0,0,90298.0,65,3,Loyal Customers
802974,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,80838.0,Divorced,Star,11790.5,2018 Promotion,2018,4,,,0,0,0.0,0,0,11,2018-02-01,2018-12-01,0.0,0.0,0.0,,0,0,0,80838.0,8,1,At-Risk Customers
253282,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78434.0,Married,Star,3314.55,Standard,2014,2,2018.0,1.0,31,51935,51935.0,0,0,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0,1675.3225806451612,1,0,1,78434.0,58,3,Loyal Customers
858674,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,86160.0,Married,Star,3317.9,Standard,2015,2,,,49,78167,78167.0,770,138,24,2017-01-01,2018-12-01,0.0,2.0416666666666665,0.009850704261389,1595.2448979591836,0,0,0,86160.0,46,3,Loyal Customers
850721,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,83429.0,Married,Star,3323.09,Standard,2017,8,,,32,44314,44314.0,465,84,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0104932978291284,1384.8125,0,0,0,83429.0,16,3,Loyal Customers
793662,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,81863.0,Married,Star,3323.86,Standard,2015,10,,,31,44189,44189.0,1008,181,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.022811106836543,1425.451612903226,0,0,0,81863.0,38,3,Loyal Customers
436719,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Star,3324.55,Standard,2017,3,,,29,42953,42953.0,1098,197,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0255628244825739,1481.1379310344828,0,0,0,73455.0,21,3,Loyal Customers
629966,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,87195.0,Married,Star,3329.89,Standard,2018,9,,,7,6497,6497.0,501,90,24,2017-01-01,2018-12-01,0.0,0.2916666666666667,0.0771125134677543,928.1428571428572,0,0,0,87195.0,3,1,At-Risk Customers
194657,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,65526.0,Married,Star,3330.67,Standard,2018,6,,,18,25701,25701.0,0,0,24,2017-01-01,2018-12-01,0.0,0.75,0.0,1427.8333333333333,0,0,0,65526.0,6,1,At-Risk Customers
470323,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,76256.0,Married,Star,3337.98,Standard,2015,9,,,23,32486,32486.0,1412,255,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.0434648771778612,1412.4347826086955,0,0,0,76256.0,39,1,At-Risk Customers
896331,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,60314.0,Single,Star,3339.3,Standard,2012,8,,,41,46566,46566.0,1034,186,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0222050423055448,1135.7560975609756,0,0,0,60314.0,76,3,Loyal Customers
709747,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,3339.76,Standard,2014,5,,,48,61680,61680.0,0,0,24,2017-01-01,2018-12-01,0.0,2.0,0.0,1285.0,0,0,0,73455.0,55,3,Loyal Customers
690970,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,69249.0,Married,Star,3339.85,Standard,2017,1,,,26,34387,34387.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.0,1322.576923076923,0,0,0,69249.0,23,1,At-Risk Customers
710145,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,3341.68,Standard,2018,9,,,1,906,906.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0416666666666666,0.0,906.0,0,0,0,73455.0,3,1,At-Risk Customers
358794,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,3342.18,Standard,2014,9,,,31,50454,50454.0,556,100,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.011019938954295,1627.548387096774,0,0,0,73455.0,51,3,Loyal Customers
504638,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Star,3343.88,Standard,2015,2,2018.0,10.0,30,47066,47066.0,615,111,24,2017-01-01,2018-12-01,0.0,1.25,0.0130667573195087,1568.8666666666666,1,0,1,73455.0,46,3,Loyal Customers
937312,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3343.88,Standard,2012,7,,,31,54259,54259.0,0,0,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0,1750.2903225806451,0,0,0,73455.0,77,3,Loyal Customers
957557,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,61758.0,Divorced,Star,3343.93,Standard,2013,1,,,31,46140,46140.0,761,137,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0164932813177286,1488.3870967741937,0,0,0,61758.0,71,3,Loyal Customers
393565,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,56232.0,Married,Star,3344.81,Standard,2013,4,,,25,32471,32471.0,487,88,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0149979982137907,1298.84,0,0,0,56232.0,68,3,Loyal Customers
744731,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,56232.0,Married,Star,3344.81,Standard,2014,5,2014.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,56232.0,55,1,At-Risk Customers
420481,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,89051.0,Married,Star,3349.64,Standard,2012,8,,,32,55554,55554.0,1061,191,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0190985347589732,1736.0625,0,0,0,89051.0,76,3,Loyal Customers
103043,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,97920.0,Married,Star,3351.21,Standard,2018,12,,,43,66356,66356.0,449,81,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0067665320393031,1543.1627906976744,0,0,0,97920.0,0,3,Loyal Customers
155374,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,72416.0,Married,Star,3352.94,Standard,2015,3,,,32,56628,56628.0,1214,218,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0214381578017941,1769.625,0,0,0,72416.0,45,3,Loyal Customers
506793,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,66038.0,Married,Star,3355.53,Standard,2014,1,2016.0,3.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,66038.0,59,1,At-Risk Customers
235930,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86728.0,Single,Star,3360.44,Standard,2013,12,,,41,63827,63827.0,1004,181,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0157300202108825,1556.7560975609756,0,0,0,86728.0,60,3,Loyal Customers
486048,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,86728.0,Single,Star,3360.44,Standard,2013,4,,,32,53527,53527.0,1116,201,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0208492910120126,1672.71875,0,0,0,86728.0,68,3,Loyal Customers
288776,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48629.0,Married,Star,3362.41,Standard,2013,11,,,41,62360,62360.0,2050,369,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0328736369467607,1520.9756097560976,0,0,0,48629.0,61,3,Loyal Customers
488679,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,48629.0,Married,Star,3362.41,Standard,2016,4,,,23,32692,32692.0,1180,212,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.0360944573595986,1421.391304347826,0,0,0,48629.0,32,1,At-Risk Customers
872946,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,90548.0,Married,Star,3363.0,Standard,2015,12,,,30,45345,45345.0,1256,226,24,2017-01-01,2018-12-01,0.0,1.25,0.027698753997133,1511.5,0,0,0,90548.0,36,3,Loyal Customers
256013,Canada,Ontario,London,M5B 3E4,Female,Bachelor,60997.0,Married,Star,3369.71,Standard,2015,12,,,32,54200,54200.0,2584,465,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0476752767527675,1693.75,0,0,0,60997.0,36,3,Loyal Customers
485196,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Divorced,Star,3370.07,Standard,2016,6,,,33,48774,48774.0,499,90,24,2017-01-01,2018-12-01,0.0,1.375,0.0102308607044736,1478.0,0,0,0,73455.0,30,3,Loyal Customers
318654,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,100317.0,Divorced,Star,3372.42,Standard,2016,1,,,37,68783,68783.0,1507,272,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0219094834479449,1859.0,0,0,0,100317.0,35,3,Loyal Customers
270248,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,3382.22,Standard,2015,3,,,25,45715,45715.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.0,1828.6,0,0,0,73455.0,45,3,Loyal Customers
422320,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,3382.22,Standard,2017,6,,,18,21081,21081.0,923,166,24,2017-01-01,2018-12-01,0.0,0.75,0.0437835017314169,1171.1666666666667,0,0,0,73455.0,18,1,At-Risk Customers
607588,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,59018.0,Married,Star,12885.79,2018 Promotion,2018,3,,,38,64502,96753.0,532,96,11,2018-02-01,2018-12-01,0.0,3.4545454545454546,0.0054985375130486,1697.421052631579,0,0,0,59018.0,9,0,Frequent Travelers
920637,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,71862.0,Single,Star,3384.47,Standard,2012,7,,,30,47478,47478.0,366,66,24,2017-01-01,2018-12-01,0.0,1.25,0.0077088335650195,1582.6,0,0,0,71862.0,77,3,Loyal Customers
919463,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,37850.0,Married,Star,16515.01,2018 Promotion,2018,4,,,0,0,0.0,0,0,11,2018-02-01,2018-12-01,0.0,0.0,0.0,,0,0,0,37850.0,8,1,At-Risk Customers
620990,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,3398.01,Standard,2018,5,,,22,34743,34743.0,610,110,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.0175574935958322,1579.2272727272727,0,0,0,73455.0,7,1,At-Risk Customers
196469,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,3398.05,Standard,2014,6,,,34,48306,48306.0,645,116,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.0133523785865109,1420.764705882353,0,0,0,73455.0,54,3,Loyal Customers
192098,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,51176.0,Married,Star,17086.75,2018 Promotion,2018,2,,,70,115528,173292.0,0,0,11,2018-02-01,2018-12-01,0.0,6.363636363636363,0.0,1650.4,0,0,0,51176.0,10,0,Frequent Travelers
996639,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,53075.0,Married,Star,3399.13,Standard,2015,9,,,54,80975,80975.0,1047,189,24,2017-01-01,2018-12-01,0.0,2.25,0.0129299166409385,1499.537037037037,0,0,0,53075.0,39,3,Loyal Customers
532422,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,73930.0,Married,Star,3402.78,Standard,2013,2,,,44,69705,69705.0,1163,210,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0166845993831145,1584.2045454545455,0,0,0,73930.0,70,3,Loyal Customers
604822,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,94122.0,Married,Star,3409.68,Standard,2018,11,,,40,64762,64762.0,457,82,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0070566072696951,1619.05,0,0,0,94122.0,1,3,Loyal Customers
136906,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,54104.0,Married,Star,3412.57,Standard,2014,4,,,50,59148,59148.0,428,77,24,2017-01-01,2018-12-01,0.0,2.083333333333333,0.0072360857509974,1182.96,0,0,0,54104.0,56,3,Loyal Customers
518578,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54104.0,Married,Star,3412.57,Standard,2015,12,2017.0,6.0,8,12066,12066.0,0,0,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.0,1508.25,1,0,1,54104.0,36,1,At-Risk Customers
142686,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,63025.0,Divorced,Star,3417.2,Standard,2016,7,,,36,53111,53111.0,466,84,24,2017-01-01,2018-12-01,0.0,1.5,0.0087740769332153,1475.3055555555557,0,0,0,63025.0,29,3,Loyal Customers
717565,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,84929.0,Married,Star,3417.95,Standard,2012,7,,,52,80376,80376.0,1735,312,24,2017-01-01,2018-12-01,0.0,2.1666666666666665,0.0215860455857469,1545.6923076923076,0,0,0,84929.0,77,3,Loyal Customers
982508,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,61376.0,Married,Star,3419.11,Standard,2017,2,,,32,45786,45786.0,503,91,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0109858908836762,1430.8125,0,0,0,61376.0,22,3,Loyal Customers
290445,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,3420.45,Standard,2016,5,,,38,51751,51751.0,2728,490,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.052713957218218,1361.8684210526317,0,0,0,73455.0,31,3,Loyal Customers
344998,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Star,3420.45,Standard,2016,10,,,30,50730,50730.0,1407,254,24,2017-01-01,2018-12-01,0.0,1.25,0.0277350680070963,1691.0,0,0,0,73455.0,26,3,Loyal Customers
599483,Canada,Quebec,Montreal,H4G 3T4,Female,Master,75327.0,Married,Star,3420.66,Standard,2014,2,,,48,65847,65847.0,1166,210,24,2017-01-01,2018-12-01,0.0,2.0,0.0177077163728036,1371.8125,0,0,0,75327.0,58,3,Loyal Customers
716948,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,104947.0,Single,Star,3423.82,Standard,2013,7,,,39,60116,60116.0,1156,208,24,2017-01-01,2018-12-01,0.0,1.625,0.0192294896533368,1541.4358974358977,0,0,0,104947.0,65,3,Loyal Customers
778920,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,299662.0,Married,Star,3423.97,Standard,2016,2,,,35,51411,51411.0,698,126,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0135768609830581,1468.8857142857144,0,0,0,299662.0,34,4,Premium Affluent Customers
137227,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,53269.0,Single,Star,3425.73,Standard,2017,4,,,31,56564,56564.0,1102,198,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.019482356269005,1824.645161290323,0,0,0,53269.0,20,3,Loyal Customers
251020,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,94374.0,Married,Star,3433.82,Standard,2015,3,2015.0,11.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,94374.0,45,1,At-Risk Customers
223958,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78993.0,Married,Star,3435.25,Standard,2017,5,,,31,56663,56663.0,0,0,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0,1827.8387096774195,0,0,0,78993.0,19,3,Loyal Customers
267245,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2014,12,,,45,64148,64148.0,1148,207,24,2017-01-01,2018-12-01,0.0,1.875,0.0178961152335224,1425.5111111111112,0,0,0,54457.0,48,3,Loyal Customers
269565,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2018,1,,,22,34020,34020.0,1220,220,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.0358612580834803,1546.3636363636365,0,0,0,54457.0,11,1,At-Risk Customers
383891,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2014,7,,,47,74638,74638.0,1241,223,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0166269192636458,1588.042553191489,0,0,0,54457.0,53,3,Loyal Customers
493827,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2014,4,2014.0,12.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,54457.0,56,1,At-Risk Customers
707716,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2013,9,,,36,57842,57842.0,1566,282,24,2017-01-01,2018-12-01,0.0,1.5,0.0270737526364925,1606.7222222222222,0,0,0,54457.0,63,3,Loyal Customers
991371,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2012,7,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,54457.0,77,1,At-Risk Customers
997857,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54457.0,Divorced,Star,3436.13,Standard,2016,6,2016.0,8.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,54457.0,30,1,At-Risk Customers
696609,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54231.0,Single,Star,3436.45,Standard,2016,5,,,44,82170,82170.0,4282,771,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0521114762078617,1867.5,0,0,0,54231.0,31,3,Loyal Customers
836720,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,84750.0,Married,Star,18453.58,2018 Promotion,2018,2,,,67,77573,116359.5,682,123,11,2018-02-01,2018-12-01,0.0,6.090909090909091,0.0058611458454187,1157.8059701492537,0,0,0,84750.0,10,0,Frequent Travelers
803529,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,68437.0,Married,Star,3440.36,Standard,2014,7,,,43,64691,64691.0,2000,359,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.030916201635467,1504.4418604651162,0,0,0,68437.0,53,3,Loyal Customers
290964,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,3444.17,Standard,2017,11,,,22,38402,38402.0,0,0,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.0,1745.5454545454545,0,0,0,73455.0,13,1,At-Risk Customers
